fit_id,heldout,k,combo,variant,seed,sibling_in_train,n_train,macro_f1
411,webshop,3,2wikimultihop+frames+webgames,raw,1,False,5431,0.2808
412,webshop,3,2wikimultihop+frames+webgames,raw,2,False,5431,0.2742
413,webshop,3,2wikimultihop+frames+webgames,raw,3,False,5431,0.2801
414,webshop,3,2wikimultihop+frames+webgames,raw,4,False,5431,0.2899
415,webshop,3,2wikimultihop+frames+webgames,budget,0,False,1023,0.2702
416,webshop,3,2wikimultihop+frames+webgames,budget,1,False,1023,0.2578
417,webshop,3,2wikimultihop+frames+webgames,budget,2,False,1023,0.2532
418,webshop,3,2wikimultihop+frames+webgames,budget,3,False,1023,0.2609
419,webshop,3,2wikimultihop+frames+webgames,budget,4,False,1023,0.2613
420,webshop,3,2wikimultihop+deepshop+webgames,raw,0,True,4354,0.5064
421,webshop,3,2wikimultihop+deepshop+webgames,raw,1,True,4354,0.5044
422,webshop,3,2wikimultihop+deepshop+webgames,raw,2,True,4354,0.4978
423,webshop,3,2wikimultihop+deepshop+webgames,raw,3,True,4354,0.4973
424,webshop,3,2wikimultihop+deepshop+webgames,raw,4,True,4354,0.499
425,webshop,3,2wikimultihop+deepshop+webgames,budget,0,True,1023,0.3677
426,webshop,3,2wikimultihop+deepshop+webgames,budget,1,True,1023,0.3848
427,webshop,3,2wikimultihop+deepshop+webgames,budget,2,True,1023,0.39
428,webshop,3,2wikimultihop+deepshop+webgames,budget,3,True,1023,0.4126
429,webshop,3,2wikimultihop+deepshop+webgames,budget,4,True,1023,0.3765
430,webshop,3,frames+deepshop+webgames,raw,0,True,4399,0.4589
431,webshop,3,frames+deepshop+webgames,raw,1,True,4399,0.4492
432,webshop,3,frames+deepshop+webgames,raw,2,True,4399,0.4529
433,webshop,3,frames+deepshop+webgames,raw,3,True,4399,0.4538
434,webshop,3,frames+deepshop+webgames,raw,4,True,4399,0.4663
435,webshop,3,frames+deepshop+webgames,budget,0,True,1023,0.3882
436,webshop,3,frames+deepshop+webgames,budget,1,True,1023,0.3269
437,webshop,3,frames+deepshop+webgames,budget,2,True,1023,0.3606
438,webshop,3,frames+deepshop+webgames,budget,3,True,1023,0.3856
439,webshop,3,frames+deepshop+webgames,budget,4,True,1023,0.3571
440,webshop,4,2wikimultihop+frames+deepshop+webgames,raw,0,True,6454,0.4709
441,webshop,4,2wikimultihop+frames+deepshop+webgames,raw,1,True,6454,0.4745
442,webshop,4,2wikimultihop+frames+deepshop+webgames,raw,2,True,6454,0.472
443,webshop,4,2wikimultihop+frames+deepshop+webgames,raw,3,True,6454,0.4744
444,webshop,4,2wikimultihop+frames+deepshop+webgames,raw,4,True,6454,0.4744
445,webshop,4,2wikimultihop+frames+deepshop+webgames,budget,0,True,1023,0.3821
446,webshop,4,2wikimultihop+frames+deepshop+webgames,budget,1,True,1023,0.3591
447,webshop,4,2wikimultihop+frames+deepshop+webgames,budget,2,True,1023,0.3926
448,webshop,4,2wikimultihop+frames+deepshop+webgames,budget,3,True,1023,0.3446
449,webshop,4,2wikimultihop+frames+deepshop+webgames,budget,4,True,1023,0.3976
450,deepshop,1,2wikimultihop,raw,0,False,2055,0.1958
451,deepshop,1,2wikimultihop,raw,1,False,2055,0.187
452,deepshop,1,2wikimultihop,raw,2,False,2055,0.1838
453,deepshop,1,2wikimultihop,raw,3,False,2055,0.1759
454,deepshop,1,2wikimultihop,raw,4,False,2055,0.1883
455,deepshop,1,2wikimultihop,budget,0,False,1023,0.1851
456,deepshop,1,2wikimultihop,budget,1,False,1023,0.1636
457,deepshop,1,2wikimultihop,budget,2,False,1023,0.1511
458,deepshop,1,2wikimultihop,budget,3,False,1023,0.171
459,deepshop,1,2wikimultihop,budget,4,False,1023,0.1633
460,deepshop,1,frames,raw,0,False,2100,0.2716
461,deepshop,1,frames,raw,1,False,2100,0.2585
462,deepshop,1,frames,raw,2,False,2100,0.2711
463,deepshop,1,frames,raw,3,False,2100,0.2765
464,deepshop,1,frames,raw,4,False,2100,0.2761
465,deepshop,1,frames,budget,0,False,1023,0.2555
466,deepshop,1,frames,budget,1,False,1023,0.2675
467,deepshop,1,frames,budget,2,False,1023,0.2496
468,deepshop,1,frames,budget,3,False,1023,0.2725
469,deepshop,1,frames,budget,4,False,1023,0.2892
470,deepshop,1,webshop,raw,0,True,2054,0.5083
471,deepshop,1,webshop,raw,1,True,2054,0.5197
472,deepshop,1,webshop,raw,2,True,2054,0.5193
473,deepshop,1,webshop,raw,3,True,2054,0.5195
474,deepshop,1,webshop,raw,4,True,2054,0.4997
475,deepshop,1,webshop,budget,0,True,1023,0.4425
476,deepshop,1,webshop,budget,1,True,1023,0.4648
477,deepshop,1,webshop,budget,2,True,1023,0.4854
478,deepshop,1,webshop,budget,3,True,1023,0.4823
479,deepshop,1,webshop,budget,4,True,1023,0.4605
480,deepshop,1,webgames,raw,0,False,1276,0.1147
481,deepshop,1,webgames,raw,1,False,1276,0.1017
482,deepshop,1,webgames,raw,2,False,1276,0.1007
483,deepshop,1,webgames,raw,3,False,1276,0.1153
484,deepshop,1,webgames,raw,4,False,1276,0.0986
485,deepshop,1,webgames,budget,0,False,1023,0.0944
486,deepshop,1,webgames,budget,1,False,1023,0.1027
487,deepshop,1,webgames,budget,2,False,1023,0.1101
488,deepshop,1,webgames,budget,3,False,1023,0.1342
489,deepshop,1,webgames,budget,4,False,1023,0.0858
490,deepshop,2,2wikimultihop+frames,raw,0,False,4155,0.2999
491,deepshop,2,2wikimultihop+frames,raw,1,False,4155,0.2724
492,deepshop,2,2wikimultihop+frames,raw,2,False,4155,0.2956
493,deepshop,2,2wikimultihop+frames,raw,3,False,4155,0.2816
494,deepshop,2,2wikimultihop+frames,raw,4,False,4155,0.3042
495,deepshop,2,2wikimultihop+frames,budget,0,False,1023,0.2138
496,deepshop,2,2wikimultihop+frames,budget,1,False,1023,0.2617
497,deepshop,2,2wikimultihop+frames,budget,2,False,1023,0.2607
498,deepshop,2,2wikimultihop+frames,budget,3,False,1023,0.2141
499,deepshop,2,2wikimultihop+frames,budget,4,False,1023,0.2246
500,deepshop,2,2wikimultihop+webshop,raw,0,True,4109,0.5441
501,deepshop,2,2wikimultihop+webshop,raw,1,True,4109,0.5494
502,deepshop,2,2wikimultihop+webshop,raw,2,True,4109,0.5337
503,deepshop,2,2wikimultihop+webshop,raw,3,True,4109,0.5411
504,deepshop,2,2wikimultihop+webshop,raw,4,True,4109,0.5473
505,deepshop,2,2wikimultihop+webshop,budget,0,True,1023,0.405
506,deepshop,2,2wikimultihop+webshop,budget,1,True,1023,0.3955
507,deepshop,2,2wikimultihop+webshop,budget,2,True,1023,0.4096
508,deepshop,2,2wikimultihop+webshop,budget,3,True,1023,0.4218
509,deepshop,2,2wikimultihop+webshop,budget,4,True,1023,0.4029
510,deepshop,2,2wikimultihop+webgames,raw,0,False,3331,0.2258
511,deepshop,2,2wikimultihop+webgames,raw,1,False,3331,0.2288
512,deepshop,2,2wikimultihop+webgames,raw,2,False,3331,0.23
513,deepshop,2,2wikimultihop+webgames,raw,3,False,3331,0.2259
514,deepshop,2,2wikimultihop+webgames,raw,4,False,3331,0.2294
515,deepshop,2,2wikimultihop+webgames,budget,0,False,1023,0.1501
516,deepshop,2,2wikimultihop+webgames,budget,1,False,1023,0.166
517,deepshop,2,2wikimultihop+webgames,budget,2,False,1023,0.1938
518,deepshop,2,2wikimultihop+webgames,budget,3,False,1023,0.1614
519,deepshop,2,2wikimultihop+webgames,budget,4,False,1023,0.1566
520,deepshop,2,frames+webshop,raw,0,True,4154,0.5222
521,deepshop,2,frames+webshop,raw,1,True,4154,0.5149
522,deepshop,2,frames+webshop,raw,2,True,4154,0.5324
523,deepshop,2,frames+webshop,raw,3,True,4154,0.5173
524,deepshop,2,frames+webshop,raw,4,True,4154,0.5162
525,deepshop,2,frames+webshop,budget,0,True,1023,0.4482
526,deepshop,2,frames+webshop,budget,1,True,1023,0.4527
527,deepshop,2,frames+webshop,budget,2,True,1023,0.4183
528,deepshop,2,frames+webshop,budget,3,True,1023,0.4784
529,deepshop,2,frames+webshop,budget,4,True,1023,0.4912
530,deepshop,2,frames+webgames,raw,0,False,3376,0.3031
531,deepshop,2,frames+webgames,raw,1,False,3376,0.2927
532,deepshop,2,frames+webgames,raw,2,False,3376,0.2985
533,deepshop,2,frames+webgames,raw,3,False,3376,0.2926
534,deepshop,2,frames+webgames,raw,4,False,3376,0.2994
535,deepshop,2,frames+webgames,budget,0,False,1023,0.3132
536,deepshop,2,frames+webgames,budget,1,False,1023,0.2599
537,deepshop,2,frames+webgames,budget,2,False,1023,0.2376
538,deepshop,2,frames+webgames,budget,3,False,1023,0.2871
539,deepshop,2,frames+webgames,budget,4,False,1023,0.2538
540,deepshop,2,webshop+webgames,raw,0,True,3330,0.516
541,deepshop,2,webshop+webgames,raw,1,True,3330,0.5244
542,deepshop,2,webshop+webgames,raw,2,True,3330,0.5258
543,deepshop,2,webshop+webgames,raw,3,True,3330,0.512
544,deepshop,2,webshop+webgames,raw,4,True,3330,0.5367
545,deepshop,2,webshop+webgames,budget,0,True,1023,0.4192
546,deepshop,2,webshop+webgames,budget,1,True,1023,0.4431
547,deepshop,2,webshop+webgames,budget,2,True,1023,0.4553
548,deepshop,2,webshop+webgames,budget,3,True,1023,0.4597
549,deepshop,2,webshop+webgames,budget,4,True,1023,0.4659
550,deepshop,3,2wikimultihop+frames+webshop,raw,0,True,6209,0.5321
551,deepshop,3,2wikimultihop+frames+webshop,raw,1,True,6209,0.5256
552,deepshop,3,2wikimultihop+frames+webshop,raw,2,True,6209,0.5362
553,deepshop,3,2wikimultihop+frames+webshop,raw,3,True,6209,0.5351
554,deepshop,3,2wikimultihop+frames+webshop,raw,4,True,6209,0.531
555,deepshop,3,2wikimultihop+frames+webshop,budget,0,True,1023,0.4224
556,deepshop,3,2wikimultihop+frames+webshop,budget,1,True,1023,0.4257
557,deepshop,3,2wikimultihop+frames+webshop,budget,2,True,1023,0.4143
558,deepshop,3,2wikimultihop+frames+webshop,budget,3,True,1023,0.3667
559,deepshop,3,2wikimultihop+frames+webshop,budget,4,True,1023,0.4181
560,deepshop,3,2wikimultihop+frames+webgames,raw,0,False,5431,0.3226
561,deepshop,3,2wikimultihop+frames+webgames,raw,1,False,5431,0.3194
562,deepshop,3,2wikimultihop+frames+webgames,raw,2,False,5431,0.3222
563,deepshop,3,2wikimultihop+frames+webgames,raw,3,False,5431,0.304
564,deepshop,3,2wikimultihop+frames+webgames,raw,4,False,5431,0.3077
565,deepshop,3,2wikimultihop+frames+webgames,budget,0,False,1023,0.2336
566,deepshop,3,2wikimultihop+frames+webgames,budget,1,False,1023,0.246
567,deepshop,3,2wikimultihop+frames+webgames,budget,2,False,1023,0.2303
568,deepshop,3,2wikimultihop+frames+webgames,budget,3,False,1023,0.253
569,deepshop,3,2wikimultihop+frames+webgames,budget,4,False,1023,0.2733
570,deepshop,3,2wikimultihop+webshop+webgames,raw,0,True,5385,0.5117
571,deepshop,3,2wikimultihop+webshop+webgames,raw,1,True,5385,0.5287
572,deepshop,3,2wikimultihop+webshop+webgames,raw,2,True,5385,0.524
573,deepshop,3,2wikimultihop+webshop+webgames,raw,3,True,5385,0.5372
574,deepshop,3,2wikimultihop+webshop+webgames,raw,4,True,5385,0.5213
575,deepshop,3,2wikimultihop+webshop+webgames,budget,0,True,1023,0.3505
576,deepshop,3,2wikimultihop+webshop+webgames,budget,1,True,1023,0.3898
577,deepshop,3,2wikimultihop+webshop+webgames,budget,2,True,1023,0.4286
578,deepshop,3,2wikimultihop+webshop+webgames,budget,3,True,1023,0.3653
579,deepshop,3,2wikimultihop+webshop+webgames,budget,4,True,1023,0.3582
580,deepshop,3,frames+webshop+webgames,raw,0,True,5430,0.5402
581,deepshop,3,frames+webshop+webgames,raw,1,True,5430,0.5206
582,deepshop,3,frames+webshop+webgames,raw,2,True,5430,0.5168
583,deepshop,3,frames+webshop+webgames,raw,3,True,5430,0.5149
584,deepshop,3,frames+webshop+webgames,raw,4,True,5430,0.5162
585,deepshop,3,frames+webshop+webgames,budget,0,True,1023,0.4532
586,deepshop,3,frames+webshop+webgames,budget,1,True,1023,0.4334
587,deepshop,3,frames+webshop+webgames,budget,2,True,1023,0.419
588,deepshop,3,frames+webshop+webgames,budget,3,True,1023,0.4117
589,deepshop,3,frames+webshop+webgames,budget,4,True,1023,0.4322
590,deepshop,4,2wikimultihop+frames+webshop+webgames,raw,0,True,7485,0.5305
591,deepshop,4,2wikimultihop+frames+webshop+webgames,raw,1,True,7485,0.5209
592,deepshop,4,2wikimultihop+frames+webshop+webgames,raw,2,True,7485,0.5395
593,deepshop,4,2wikimultihop+frames+webshop+webgames,raw,3,True,7485,0.519
594,deepshop,4,2wikimultihop+frames+webshop+webgames,raw,4,True,7485,0.5141
595,deepshop,4,2wikimultihop+frames+webshop+webgames,budget,0,True,1023,0.3783
596,deepshop,4,2wikimultihop+frames+webshop+webgames,budget,1,True,1023,0.3966
597,deepshop,4,2wikimultihop+frames+webshop+webgames,budget,2,True,1023,0.3965
598,deepshop,4,2wikimultihop+frames+webshop+webgames,budget,3,True,1023,0.3644
599,deepshop,4,2wikimultihop+frames+webshop+webgames,budget,4,True,1023,0.3546
